0,2021-10-04 20:48:51,51.800
0,2021-10-04 20:48:54,51.800
0,2021-10-04 20:48:55,51.800
0,2021-10-04 20:48:56,51.800
0,2021-10-04 20:48:57,51.800
0,2021-10-04 20:48:59,51.800
0,2021-10-04 20:49:00,51.800
0,2021-10-04 20:49:01,51.800
0,2021-10-04 20:49:03,51.800
0,2021-10-04 20:49:05,51.800
0,2021-10-04 20:49:07,51.800
0,2021-10-04 20:49:08,51.800
0,2021-10-04 20:49:10,51.800
0,2021-10-04 20:49:11,51.800
0,2021-10-04 20:49:12,51.800
0,2021-10-04 20:49:14,51.800
0,2021-10-04 20:49:16,51.800
0,2021-10-04 20:49:17,51.800
0,2021-10-04 20:49:18,51.800
0,2021-10-04 20:49:19,51.800
0,2021-10-04 20:49:20,51.800
0,2021-10-04 20:49:21,51.800
0,2021-10-04 20:49:22,51.800
0,2021-10-04 20:49:23,51.800
0,2021-10-04 20:49:24,51.800
0,2021-10-04 20:49:26,51.800
0,2021-10-04 20:49:27,51.800
0,2021-10-04 20:49:28,51.800
0,2021-10-04 20:49:29,51.800
0,2021-10-04 20:49:30,51.800
0,2021-10-04 20:49:31,51.800
0,2021-10-04 20:49:33,51.800
0,2021-10-04 20:49:34,51.800
0,2021-10-04 20:49:35,51.800
0,2021-10-04 20:49:38,51.800
0,2021-10-04 20:49:40,51.800
0,2021-10-04 20:49:43,51.800
0,2021-10-04 20:49:45,51.800
0,2021-10-04 20:49:48,51.800
0,2021-10-04 20:49:50,51.800
0,2021-10-04 20:49:52,51.800
0,2021-10-04 20:49:55,51.800
0,2021-10-04 20:49:57,51.800
0,2021-10-04 20:50:00,51.800
0,2021-10-04 20:50:02,51.800
0,2021-10-04 20:50:05,51.800
0,2021-10-04 20:50:07,51.800
0,2021-10-04 20:50:10,51.800
0,2021-10-04 20:50:11,51.800
0,2021-10-04 20:50:13,51.800
0,2021-10-04 20:50:16,51.800
0,2021-10-04 20:50:17,51.800
0,2021-10-04 20:50:19,51.800
0,2021-10-04 20:50:21,51.800
0,2021-10-04 20:50:24,51.800
0,2021-10-04 20:50:27,51.800
0,2021-10-04 20:50:30,51.800
0,2021-10-04 20:50:32,51.800
0,2021-10-04 20:50:35,51.800
0,2021-10-04 20:50:37,51.800
0,2021-10-04 20:50:40,51.800
0,2021-10-04 20:50:42,51.800
0,2021-10-04 20:50:45,51.800
0,2021-10-04 20:50:48,51.800
0,2021-10-04 20:50:51,51.800
0,2021-10-04 20:50:53,51.800
0,2021-10-04 20:50:56,51.800
0,2021-10-04 20:50:58,51.800
0,2021-10-04 20:51:00,51.800
0,2021-10-04 20:51:03,51.800
0,2021-10-04 20:51:06,51.800
0,2021-10-04 20:51:09,51.800
0,2021-10-04 20:51:12,51.800
0,2021-10-04 20:51:14,51.800
0,2021-10-04 20:51:20,51.800
0,2021-10-04 20:51:23,51.800
0,2021-10-04 20:51:30,51.800
0,2021-10-04 20:51:50,51.800
0,2021-10-04 20:52:15,51.800
0,2021-10-04 20:52:17,51.800
0,2021-10-04 20:52:42,51.800
0,2021-10-04 20:56:45,51.800
0,2021-10-04 20:57:28,51.800
0,2021-10-04 20:57:39,51.800
0,2021-10-04 20:58:06,51.800
0,2021-10-04 20:59:03,51.800
0,2021-10-04 20:59:33,51.800
0,2021-10-04 21:00:46,51.800
0,2021-10-04 21:01:51,51.800
0,2021-10-04 21:02:20,51.800
0,2021-10-04 21:03:02,51.800
0,2021-10-04 21:03:13,51.800
0,2021-10-04 21:40:32,51.800
0,2021-10-04 21:40:35,51.800
0,2021-10-04 21:40:35,51.800
0,2021-10-04 21:40:36,51.800
0,2021-10-04 21:41:19,51.800
0,2021-10-04 21:41:19,51.800
0,2021-10-04 21:41:20,51.800
0,2021-10-04 21:41:21,51.800
0,2021-10-04 21:41:22,51.800
0,2021-10-04 21:41:23,51.800
0,2021-10-04 21:41:24,51.800
0,2021-10-04 21:41:25,51.800
0,2021-10-04 21:41:26,51.800
0,2021-10-04 21:41:27,51.800
0,2021-10-04 21:41:28,51.800
0,2021-10-04 21:41:29,51.800
0,2021-10-04 21:41:30,51.800
0,2021-10-04 21:41:30,51.800
0,2021-10-04 21:41:31,51.800
0,2021-10-04 21:41:32,51.800
0,2021-10-04 21:41:33,51.800
